Generation,Makespan,Robustness
0,77,85.65825059502154
1,77,85.65825059502154
2,77,85.65825059502154
3,77,85.98568584349069
4,77,86.46083668825885
5,77,87.1677159247357
6,77,88.71838126450092
7,77,88.71838126450092
8,77,88.71838126450092
9,77,88.71838126450092
10,77,88.71838126450092
11,77,88.71838126450092
12,77,88.71838126450092
13,77,88.71838126450092
14,77,89.20434078688872
15,77,89.20434078688872
16,77,89.20434078688872
17,77,89.20434078688872
18,77,89.20434078688872
19,77,89.20434078688872
20,77,89.20434078688872
21,77,89.20434078688872
22,77,89.20434078688872
23,77,89.20434078688872
24,77,89.20434078688872
25,77,89.20434078688872
26,77,89.20434078688872
27,77,89.20434078688872
28,77,89.20434078688872
29,77,89.20434078688872
30,77,89.20434078688872
31,77,89.20434078688872
32,77,89.20434078688872
33,77,89.20434078688872
34,77,89.20434078688872
35,77,89.20434078688872
36,77,89.20434078688872
37,77,89.20434078688872
38,77,89.20434078688872
39,77,89.20434078688872
40,77,89.20434078688872
41,77,89.20434078688872
42,77,89.20434078688872
43,77,89.20434078688872
44,77,89.20434078688872
45,77,89.20434078688872
46,77,89.20434078688872
47,77,89.20434078688872
48,77,89.20434078688872
49,77,89.20434078688872
50,77,89.20434078688872
51,77,89.20434078688872
52,77,89.20434078688872
53,77,89.20434078688872
54,77,89.20434078688872
55,77,89.20434078688872
56,77,89.20434078688872
57,77,89.20434078688872
58,77,89.20434078688872
59,77,89.20434078688872
60,77,89.20434078688872
61,77,89.20434078688872
62,77,89.20434078688872
63,77,89.20434078688872
64,77,89.20434078688872
65,77,89.20434078688872
66,77,89.20434078688872
67,77,89.20434078688872
68,77,89.20434078688872
69,77,89.20434078688872
70,77,89.20434078688872
71,77,89.20434078688872
72,77,89.20434078688872
73,77,89.20434078688872
74,77,89.20434078688872
75,77,89.20434078688872
76,77,89.20434078688872
77,77,89.20434078688872
78,77,89.20434078688872
79,77,89.20434078688872
80,77,89.20434078688872
81,77,89.20434078688872
82,77,89.20434078688872
83,77,89.20434078688872
84,77,89.20434078688872
85,77,89.20434078688872
86,77,89.20434078688872
87,77,89.20434078688872
88,77,89.20434078688872
89,77,89.20434078688872
90,77,89.20434078688872
91,77,89.20434078688872
92,77,89.20434078688872
93,77,89.20434078688872
94,77,89.20434078688872
95,77,89.20434078688872
96,77,89.20434078688872
97,77,89.20434078688872
98,77,89.20434078688872
99,77,89.20434078688872
