Generation,Makespan,Robustness
0,61,42.32458282231648
1,61,42.32458282231648
2,61,48.670623754717816
3,59,48.670623754717816
4,59,48.670623754717816
5,59,48.670623754717816
6,59,48.670623754717816
7,59,48.670623754717816
8,59,48.670623754717816
9,59,48.670623754717816
10,59,48.670623754717816
11,59,48.670623754717816
12,58,48.670623754717816
13,58,48.670623754717816
14,58,48.670623754717816
15,58,48.763121415768595
16,58,48.763121415768595
17,58,48.763121415768595
18,58,48.763121415768595
19,57,48.763121415768595
20,57,48.763121415768595
21,57,48.763121415768595
22,57,49.288456821967905
23,57,49.288456821967905
24,57,49.288456821967905
25,57,49.288456821967905
26,57,49.288456821967905
27,57,49.288456821967905
28,57,49.288456821967905
29,57,49.288456821967905
30,57,49.288456821967905
31,57,49.288456821967905
32,57,49.288456821967905
33,57,49.288456821967905
34,57,49.288456821967905
35,57,49.288456821967905
36,57,49.288456821967905
37,57,49.288456821967905
38,57,49.288456821967905
39,57,49.288456821967905
40,57,49.844456153613606
41,57,49.844456153613606
42,57,49.844456153613606
43,57,49.844456153613606
44,57,49.844456153613606
45,57,49.844456153613606
46,57,49.844456153613606
47,57,49.844456153613606
48,57,52.630792096508166
49,57,52.630792096508166
50,57,52.630792096508166
51,57,52.630792096508166
52,57,52.630792096508166
53,57,52.630792096508166
54,57,52.630792096508166
55,57,52.630792096508166
56,57,52.630792096508166
57,57,52.630792096508166
58,57,52.630792096508166
59,57,52.630792096508166
60,57,52.630792096508166
61,57,52.630792096508166
62,57,52.630792096508166
63,57,52.630792096508166
64,57,52.630792096508166
65,57,52.630792096508166
66,57,52.630792096508166
67,57,52.630792096508166
68,57,52.630792096508166
69,57,52.630792096508166
70,57,52.630792096508166
71,57,52.630792096508166
72,57,52.630792096508166
73,57,52.630792096508166
74,57,52.630792096508166
75,57,52.630792096508166
76,57,52.630792096508166
77,57,52.630792096508166
78,57,52.630792096508166
79,57,52.630792096508166
80,57,52.630792096508166
81,57,52.630792096508166
82,57,52.630792096508166
83,57,52.630792096508166
84,57,52.630792096508166
85,57,52.630792096508166
86,57,52.630792096508166
87,57,52.630792096508166
88,57,52.630792096508166
89,57,52.630792096508166
90,57,52.630792096508166
91,57,52.630792096508166
92,57,52.630792096508166
93,57,52.630792096508166
94,57,52.630792096508166
95,57,52.630792096508166
96,57,52.630792096508166
97,57,52.630792096508166
98,57,52.630792096508166
99,57,52.630792096508166
