Generation,Makespan,Robustness
0,53,12.910311076032487
1,53,12.910311076032487
2,53,12.910311076032487
3,53,12.910311076032487
4,53,12.910311076032487
5,53,12.910311076032487
6,53,12.910311076032487
7,53,12.910311076032487
8,53,12.910311076032487
9,53,12.910311076032487
10,53,12.910311076032487
11,53,12.910311076032487
12,53,12.910311076032487
13,53,12.910311076032487
14,53,12.910311076032487
15,53,12.910311076032487
16,53,12.910311076032487
17,53,12.910311076032487
18,53,12.910311076032487
19,53,12.910311076032487
20,53,12.910311076032487
21,53,12.910311076032487
22,53,12.910311076032487
23,53,12.910311076032487
24,53,12.910311076032487
25,53,12.910311076032487
26,53,12.910311076032487
27,53,12.910311076032487
28,53,12.910311076032487
29,53,12.910311076032487
30,53,12.910311076032487
31,53,12.910311076032487
32,53,12.910311076032487
33,53,12.910311076032487
34,53,12.910311076032487
35,53,12.910311076032487
36,53,12.910311076032487
37,53,12.910311076032487
38,53,12.910311076032487
39,53,12.910311076032487
40,53,12.910311076032487
41,53,12.910311076032487
42,53,12.910311076032487
43,53,12.910311076032487
44,53,12.910311076032487
45,53,12.910311076032487
46,53,12.910311076032487
47,53,12.910311076032487
48,53,12.910311076032487
49,53,12.910311076032487
50,53,12.910311076032487
51,53,12.910311076032487
52,53,12.910311076032487
53,53,12.910311076032487
54,53,12.910311076032487
55,53,12.910311076032487
56,53,12.910311076032487
57,53,12.910311076032487
58,53,12.910311076032487
59,53,12.910311076032487
60,53,12.910311076032487
61,53,12.910311076032487
62,53,12.910311076032487
63,53,12.910311076032487
64,53,12.910311076032487
65,53,12.910311076032487
66,53,12.910311076032487
67,53,12.910311076032487
68,53,12.910311076032487
69,53,12.910311076032487
70,53,12.910311076032487
71,53,12.910311076032487
72,53,12.910311076032487
73,53,12.910311076032487
74,53,12.910311076032487
75,53,12.910311076032487
76,53,12.910311076032487
77,53,12.910311076032487
78,53,12.910311076032487
79,53,12.910311076032487
80,53,12.910311076032487
81,53,12.910311076032487
82,53,12.910311076032487
83,53,12.910311076032487
84,53,12.910311076032487
85,53,12.910311076032487
86,53,12.910311076032487
87,53,12.910311076032487
88,53,12.910311076032487
89,53,12.910311076032487
90,53,12.910311076032487
91,53,12.910311076032487
92,53,12.910311076032487
93,53,12.910311076032487
94,53,12.910311076032487
95,53,12.910311076032487
96,53,12.910311076032487
97,53,12.910311076032487
98,53,12.910311076032487
99,53,12.910311076032487
