Generation,Makespan,Robustness
0,103,42.199452817116416
1,100,44.78751127505292
2,100,44.86205561855585
3,100,44.86205561855585
4,100,44.86205561855585
5,100,51.768259535080645
6,100,51.768259535080645
7,100,51.768259535080645
8,98,51.768259535080645
9,98,51.768259535080645
10,98,62.750861203202966
11,96,62.750861203202966
12,96,62.750861203202966
13,96,62.750861203202966
14,96,62.750861203202966
15,96,62.750861203202966
16,96,62.750861203202966
17,96,62.750861203202966
18,96,62.750861203202966
19,96,62.750861203202966
20,95,62.76960397911919
21,95,62.76960397911919
22,95,62.76960397911919
23,95,67.57378135889466
24,95,67.57378135889466
25,95,67.57378135889466
26,95,67.57378135889466
27,95,67.57378135889466
28,95,67.57378135889466
29,95,67.57378135889466
30,95,67.57378135889466
31,95,67.57378135889466
32,95,68.93614918201986
33,95,68.93614918201986
34,95,68.93614918201986
35,95,68.93614918201986
36,95,68.93614918201986
37,95,68.93614918201986
38,95,68.93614918201986
39,95,68.93614918201986
40,95,68.93614918201986
41,95,68.93614918201986
42,95,68.93614918201986
43,95,68.93614918201986
44,95,68.93614918201986
45,95,68.93614918201986
46,95,68.93614918201986
47,95,68.93614918201986
48,95,68.93614918201986
49,95,68.93614918201986
50,95,68.93614918201986
51,95,68.93614918201986
52,95,68.93614918201986
53,95,68.93614918201986
54,95,68.93614918201986
55,95,68.9879376084004
56,95,68.9879376084004
57,95,69.98824431071927
58,95,69.98824431071927
59,95,69.98824431071927
60,95,69.98824431071927
61,95,69.98824431071927
62,95,69.98824431071927
63,95,69.98824431071927
64,95,69.98824431071927
65,95,69.98824431071927
66,95,72.8809777633625
67,95,72.8809777633625
68,95,72.8809777633625
69,95,72.8809777633625
70,95,72.8809777633625
71,95,72.8809777633625
72,95,72.8809777633625
73,95,72.8809777633625
74,95,72.8809777633625
75,95,72.8809777633625
76,95,72.8809777633625
77,95,72.8809777633625
78,95,72.8809777633625
79,95,72.8809777633625
80,95,72.8809777633625
81,93,72.8809777633625
82,93,72.8809777633625
83,93,72.8809777633625
84,93,72.8809777633625
85,93,72.8809777633625
86,93,72.8809777633625
87,93,72.8809777633625
88,93,72.8809777633625
89,93,72.8809777633625
90,93,75.04427874485106
91,93,75.04427874485106
92,93,80.45184295855688
93,93,80.45184295855688
94,93,80.45184295855688
95,93,80.45184295855688
96,93,80.45184295855688
97,93,80.45184295855688
98,93,80.45184295855688
99,93,80.45184295855688
