Generation,Makespan,Robustness
0,54,32.020094194971016
1,54,32.020094194971016
2,54,32.020094194971016
3,54,32.020094194971016
4,54,32.020094194971016
5,54,32.020094194971016
6,54,32.020094194971016
7,54,32.020094194971016
8,54,32.020094194971016
9,54,32.020094194971016
10,54,32.020094194971016
11,54,32.020094194971016
12,54,32.020094194971016
13,54,32.020094194971016
14,54,32.020094194971016
15,54,32.020094194971016
16,54,32.020094194971016
17,54,32.020094194971016
18,54,32.020094194971016
19,54,32.020094194971016
20,54,32.020094194971016
21,54,32.020094194971016
22,54,32.020094194971016
23,54,32.020094194971016
24,54,32.020094194971016
25,54,32.020094194971016
26,54,32.020094194971016
27,54,32.020094194971016
28,54,32.020094194971016
29,54,32.020094194971016
30,54,32.020094194971016
31,54,32.020094194971016
32,54,32.020094194971016
33,54,32.020094194971016
34,54,32.020094194971016
35,54,32.020094194971016
36,54,32.020094194971016
37,54,32.020094194971016
38,54,32.020094194971016
39,54,32.020094194971016
40,54,32.020094194971016
41,54,32.020094194971016
42,54,32.020094194971016
43,54,32.020094194971016
44,54,32.020094194971016
45,54,32.020094194971016
46,54,32.020094194971016
47,54,32.020094194971016
48,54,32.020094194971016
49,54,32.020094194971016
50,54,32.020094194971016
51,54,32.020094194971016
52,54,32.020094194971016
53,54,32.020094194971016
54,54,32.020094194971016
55,54,32.020094194971016
56,54,32.020094194971016
57,54,32.020094194971016
58,54,32.020094194971016
59,54,32.020094194971016
60,54,32.020094194971016
61,54,32.020094194971016
62,54,32.020094194971016
63,54,32.020094194971016
64,54,32.020094194971016
65,54,32.020094194971016
66,54,32.020094194971016
67,54,32.020094194971016
68,54,32.020094194971016
69,54,32.020094194971016
70,54,32.020094194971016
71,54,32.020094194971016
72,54,32.020094194971016
73,54,32.020094194971016
74,54,32.020094194971016
75,54,32.020094194971016
76,54,32.020094194971016
77,54,32.020094194971016
78,54,32.020094194971016
79,54,32.020094194971016
80,54,32.020094194971016
81,54,32.020094194971016
82,54,32.020094194971016
83,54,32.020094194971016
84,54,32.020094194971016
85,54,32.020094194971016
86,54,32.020094194971016
87,54,32.020094194971016
88,54,32.020094194971016
89,54,32.020094194971016
90,54,32.020094194971016
91,54,32.020094194971016
92,54,32.020094194971016
93,54,32.020094194971016
94,54,32.020094194971016
95,54,32.020094194971016
96,54,32.020094194971016
97,54,32.020094194971016
98,54,32.020094194971016
99,54,32.020094194971016
