Generation,Makespan,Robustness
0,63,39.88300076197047
1,63,39.88300076197047
2,63,39.88300076197047
3,63,39.88300076197047
4,63,39.88300076197047
5,63,39.88300076197047
6,63,39.88300076197047
7,63,39.88300076197047
8,63,39.88300076197047
9,63,39.88300076197047
10,63,39.88300076197047
11,63,39.88300076197047
12,63,39.88300076197047
13,63,39.88300076197047
14,63,39.88300076197047
15,63,39.88300076197047
16,63,39.88300076197047
17,63,39.88300076197047
18,63,39.88300076197047
19,63,39.88300076197047
20,63,39.88300076197047
21,63,39.88300076197047
22,63,39.88300076197047
23,63,39.88300076197047
24,63,39.88300076197047
25,63,39.88300076197047
26,63,39.88300076197047
27,63,39.88300076197047
28,63,39.88300076197047
29,63,39.88300076197047
30,63,39.88300076197047
31,63,39.88300076197047
32,63,39.88300076197047
33,63,39.88300076197047
34,63,39.88300076197047
35,63,39.88300076197047
36,63,39.88300076197047
37,63,39.88300076197047
38,63,39.88300076197047
39,63,39.88300076197047
40,63,39.88300076197047
41,63,39.88300076197047
42,63,39.88300076197047
43,63,39.88300076197047
44,63,39.88300076197047
45,63,39.88300076197047
46,63,39.88300076197047
47,63,39.88300076197047
48,63,39.88300076197047
49,63,39.88300076197047
50,63,39.88300076197047
51,63,39.88300076197047
52,63,39.88300076197047
53,63,39.88300076197047
54,63,39.88300076197047
55,63,39.88300076197047
56,63,39.88300076197047
57,63,39.88300076197047
58,63,39.88300076197047
59,63,39.88300076197047
60,63,39.88300076197047
61,63,39.88300076197047
62,63,39.88300076197047
63,63,39.88300076197047
64,63,39.88300076197047
65,63,39.88300076197047
66,63,39.88300076197047
67,63,39.88300076197047
68,63,39.88300076197047
69,63,39.88300076197047
70,63,39.88300076197047
71,63,39.88300076197047
72,63,39.88300076197047
73,63,39.88300076197047
74,63,39.88300076197047
75,63,39.88300076197047
76,63,39.88300076197047
77,63,39.88300076197047
78,63,39.88300076197047
79,63,39.88300076197047
80,63,39.88300076197047
81,63,39.88300076197047
82,63,39.88300076197047
83,63,39.88300076197047
84,63,39.88300076197047
85,63,39.88300076197047
86,63,39.88300076197047
87,63,39.88300076197047
88,63,39.88300076197047
89,63,39.88300076197047
90,63,39.88300076197047
91,63,39.88300076197047
92,63,39.88300076197047
93,63,39.88300076197047
94,63,39.88300076197047
95,63,39.88300076197047
96,63,39.88300076197047
97,63,39.88300076197047
98,63,39.88300076197047
99,63,39.88300076197047
