Generation,Makespan,Robustness
0,59,32.9673778576875
1,58,37.48874295319076
2,58,37.48874295319076
3,58,37.48874295319076
4,57,37.81057433474774
5,57,37.81057433474774
6,57,38.95413680361827
7,57,38.95413680361827
8,57,38.95413680361827
9,57,38.95413680361827
10,57,38.95413680361827
11,57,38.95413680361827
12,57,38.95413680361827
13,57,38.95413680361827
14,57,38.95413680361827
15,57,38.95413680361827
16,57,38.95413680361827
17,57,38.95413680361827
18,57,38.95413680361827
19,57,38.95413680361827
20,57,38.95413680361827
21,57,38.95413680361827
22,57,38.95413680361827
23,57,38.95413680361827
24,57,38.95413680361827
25,57,38.95413680361827
26,57,38.95413680361827
27,57,38.95413680361827
28,57,38.95413680361827
29,57,38.95413680361827
30,57,38.95413680361827
31,57,38.95413680361827
32,57,38.95413680361827
33,57,38.95413680361827
34,57,38.95413680361827
35,57,38.95413680361827
36,57,38.95413680361827
37,57,38.95413680361827
38,57,38.95413680361827
39,57,38.95413680361827
40,57,38.95413680361827
41,57,38.95413680361827
42,57,38.95413680361827
43,57,38.95413680361827
44,57,38.95413680361827
45,57,38.95413680361827
46,57,38.95413680361827
47,57,38.95413680361827
48,57,38.95413680361827
49,57,38.95413680361827
50,57,38.95413680361827
51,57,38.95413680361827
52,57,38.95413680361827
53,57,38.95413680361827
54,57,38.95413680361827
55,57,38.95413680361827
56,57,38.95413680361827
57,57,38.95413680361827
58,57,38.95413680361827
59,57,38.95413680361827
60,57,38.95413680361827
61,57,38.95413680361827
62,57,38.95413680361827
63,57,38.95413680361827
64,57,38.95413680361827
65,57,38.95413680361827
66,57,38.95413680361827
67,57,38.95413680361827
68,57,38.95413680361827
69,57,38.95413680361827
70,57,38.95413680361827
71,57,38.95413680361827
72,57,39.28664753344685
73,57,39.28664753344685
74,57,39.28664753344685
75,57,39.28664753344685
76,57,39.28664753344685
77,57,39.28664753344685
78,57,39.28664753344685
79,57,39.28664753344685
80,57,39.28664753344685
81,57,39.28664753344685
82,57,39.28664753344685
83,57,39.28664753344685
84,57,39.28664753344685
85,57,39.28664753344685
86,57,39.28664753344685
87,57,39.28664753344685
88,57,39.28664753344685
89,57,39.28664753344685
90,57,39.28664753344685
91,57,39.28664753344685
92,57,39.28664753344685
93,57,39.28664753344685
94,57,39.28664753344685
95,57,39.28664753344685
96,57,39.28664753344685
97,57,39.28664753344685
98,57,39.28664753344685
99,57,39.28664753344685
