Generation,Makespan,Robustness
0,69,21.03553095322709
1,69,21.03553095322709
2,69,21.03553095322709
3,69,21.03553095322709
4,69,21.03553095322709
5,69,21.03553095322709
6,69,21.03553095322709
7,69,21.03553095322709
8,69,21.03553095322709
9,69,21.03553095322709
10,69,21.03553095322709
11,69,21.03553095322709
12,69,21.03553095322709
13,69,21.03553095322709
14,69,21.03553095322709
15,69,21.03553095322709
16,69,21.03553095322709
17,69,21.03553095322709
18,69,21.03553095322709
19,69,21.03553095322709
20,69,21.03553095322709
21,69,21.03553095322709
22,69,21.03553095322709
23,69,21.03553095322709
24,69,21.03553095322709
25,69,21.03553095322709
26,69,21.03553095322709
27,69,21.03553095322709
28,69,21.03553095322709
29,69,21.03553095322709
30,69,21.03553095322709
31,69,21.03553095322709
32,69,21.03553095322709
33,69,21.03553095322709
34,69,21.03553095322709
35,69,21.03553095322709
36,69,21.03553095322709
37,69,21.03553095322709
38,69,21.03553095322709
39,69,21.03553095322709
40,69,21.03553095322709
41,69,21.03553095322709
42,69,21.03553095322709
43,69,21.03553095322709
44,69,21.03553095322709
45,69,21.03553095322709
46,69,21.03553095322709
47,69,21.03553095322709
48,69,21.03553095322709
49,69,21.03553095322709
50,69,21.03553095322709
51,69,21.03553095322709
52,69,21.03553095322709
53,69,21.03553095322709
54,69,21.03553095322709
55,69,21.03553095322709
56,69,21.03553095322709
57,69,21.03553095322709
58,69,21.03553095322709
59,69,21.03553095322709
60,69,21.03553095322709
61,69,21.03553095322709
62,69,21.03553095322709
63,69,21.03553095322709
64,69,21.03553095322709
65,69,21.03553095322709
66,69,21.03553095322709
67,69,21.03553095322709
68,69,21.03553095322709
69,69,21.03553095322709
70,69,21.03553095322709
71,69,21.03553095322709
72,69,21.03553095322709
73,69,21.03553095322709
74,69,21.03553095322709
75,69,21.03553095322709
76,69,21.03553095322709
77,69,21.03553095322709
78,69,21.03553095322709
79,69,21.03553095322709
80,69,21.03553095322709
81,69,21.03553095322709
82,69,21.03553095322709
83,69,21.03553095322709
84,69,21.03553095322709
85,69,21.03553095322709
86,69,21.03553095322709
87,69,21.03553095322709
88,69,21.03553095322709
89,69,21.03553095322709
90,69,21.03553095322709
91,69,21.03553095322709
92,69,21.03553095322709
93,69,21.03553095322709
94,69,21.03553095322709
95,69,21.03553095322709
96,69,21.03553095322709
97,69,21.03553095322709
98,69,21.03553095322709
99,69,21.03553095322709
