Generation,Makespan,Robustness
0,60,50.82044177313567
1,60,50.82044177313567
2,60,50.82044177313567
3,60,50.82044177313567
4,60,50.82044177313567
5,60,50.82044177313567
6,60,50.82044177313567
7,60,50.82044177313567
8,60,50.82044177313567
9,60,50.82044177313567
10,60,50.82044177313567
11,60,50.82044177313567
12,60,50.82044177313567
13,60,50.82044177313567
14,60,50.82044177313567
15,60,50.82044177313567
16,60,50.82044177313567
17,60,50.82044177313567
18,60,50.82044177313567
19,60,50.82044177313567
20,60,50.82044177313567
21,60,50.82044177313567
22,60,50.82044177313567
23,60,50.82044177313567
24,60,50.82044177313567
25,60,50.82044177313567
26,60,50.82044177313567
27,60,50.82044177313567
28,60,50.82044177313567
29,60,50.82044177313567
30,60,50.82044177313567
31,60,50.82044177313567
32,60,50.82044177313567
33,60,50.82044177313567
34,60,50.82044177313567
35,60,50.82044177313567
36,60,50.82044177313567
37,60,50.82044177313567
38,60,50.82044177313567
39,60,50.82044177313567
40,60,50.82044177313567
41,60,50.82044177313567
42,60,50.82044177313567
43,60,50.82044177313567
44,60,50.82044177313567
45,60,50.82044177313567
46,60,50.82044177313567
47,60,50.82044177313567
48,60,50.82044177313567
49,60,50.82044177313567
50,60,50.82044177313567
51,60,50.82044177313567
52,60,50.82044177313567
53,60,50.82044177313567
54,60,50.82044177313567
55,60,50.82044177313567
56,60,50.82044177313567
57,60,50.82044177313567
58,60,50.82044177313567
59,60,50.82044177313567
60,60,50.82044177313567
61,60,50.82044177313567
62,60,50.82044177313567
63,60,50.82044177313567
64,60,50.82044177313567
65,60,50.82044177313567
66,60,50.82044177313567
67,60,50.82044177313567
68,60,50.82044177313567
69,60,50.82044177313567
70,60,50.82044177313567
71,60,50.82044177313567
72,60,50.82044177313567
73,60,50.82044177313567
74,60,50.82044177313567
75,60,50.82044177313567
76,60,50.82044177313567
77,60,50.82044177313567
78,60,50.82044177313567
79,60,50.82044177313567
80,60,50.82044177313567
81,60,50.82044177313567
82,60,50.82044177313567
83,60,50.82044177313567
84,60,50.82044177313567
85,60,50.82044177313567
86,60,50.82044177313567
87,60,50.82044177313567
88,60,50.82044177313567
89,60,50.82044177313567
90,60,50.82044177313567
91,60,50.82044177313567
92,60,50.82044177313567
93,60,50.82044177313567
94,60,50.82044177313567
95,60,50.82044177313567
96,60,50.82044177313567
97,60,50.82044177313567
98,60,50.82044177313567
99,60,50.82044177313567
